transaction_id,customer_id,amount,transaction_date,product_category
5184,1037,91.62,2023-07-21,E-books
5185,1037,16.09,2024-12-07,Streaming
5186,1037,49.76,2023-03-14,E-books
5187,1037,47.98,2024-02-09,Streaming
5188,1037,19.32,2023-07-24,Cloud Storage
5189,1037,102.82,2023-07-25,Cloud Storage
5190,1037,131.0,2025-05-11,Cloud Storage
5191,1038,42.36,2024-05-06,E-books
5192,1038,146.73,2025-02-18,Cloud Storage
5193,1038,77.85,2023-09-27,E-books
5194,1038,22.32,2024-11-08,E-books
5195,1038,145.35,2023-11-03,Streaming
5196,1038,15.57,2023-12-05,Cloud Storage
5197,1038,56.7,2024-04-23,Music
5198,1039,58.55,2024-06-04,Cloud Storage
5199,1040,43.07,2024-01-03,Cloud Storage
5200,1040,123.67,2023-08-29,Cloud Storage
5201,1040,133.01,2023-02-16,Streaming
5202,1040,142.18,2024-08-17,Music
5203,1040,31.24,2024-04-23,Music
5204,1041,112.18,2023-12-14,E-books
5205,1041,132.18,2023-06-28,Music
5206,1042,43.65,2024-12-25,Gaming
5207,1042,145.88,2023-09-19,Cloud Storage
5208,1042,72.88,2025-01-16,Music
5209,1042,101.35,2023-10-14,E-books
5210,1042,105.77,2024-11-04,Music
5211,1042,53.26,2023-06-08,E-books
5212,1042,137.34,2024-03-16,Music
5213,1043,138.4,2024-07-09,Streaming
5214,1043,88.03,2023-05-25,Streaming
5215,1043,35.78,2023-01-22,Music
5216,1043,111.79,2023-04-08,Cloud Storage
5217,1043,133.22,2024-04-02,Gaming
5218,1043,52.47,2023-04-28,Cloud Storage
5219,1043,31.27,2024-11-19,Streaming
5220,1043,28.42,2025-05-04,E-books
5221,1043,96.37,2023-09-18,E-books
5222,1043,95.73,2023-09-28,Music
5223,1044,106.23,2024-05-28,Streaming
5224,1044,106.34,2024-01-28,Music
5225,1044,80.33,2023-09-19,Gaming
5226,1044,109.68,2024-05-13,Music
5227,1045,78.8,2025-01-10,Music
5228,1045,37.06,2025-04-27,Gaming
5229,1045,117.04,2025-05-15,Cloud Storage
5230,1045,143.03,2024-10-15,Music
5231,1045,116.09,2025-03-24,Music
5232,1045,139.79,2024-03-07,E-books
5233,1045,78.59,2024-07-02,Gaming
5234,1046,69.86,2023-03-28,Streaming
5235,1046,95.11,2023-02-06,Gaming
5236,1046,110.83,2024-04-22,E-books
5237,1046,141.48,2023-10-23,E-books
5238,1047,83.53,2023-06-09,Streaming
5239,1047,82.89,2024-02-23,Gaming
5240,1047,125.78,2025-04-17,Music
5241,1047,82.62,2024-04-20,Streaming
5242,1047,88.08,2023-12-19,Streaming
5243,1047,36.58,2024-03-06,Gaming
5244,1047,133.82,2023-03-30,Cloud Storage
5245,1047,74.59,2024-03-24,Cloud Storage
5246,1047,95.84,2025-04-05,E-books
5247,1048,74.9,2023-08-08,Gaming
5248,1048,22.66,2024-01-04,Streaming
5249,1048,35.17,2023-10-09,E-books
5250,1049,65.03,2024-07-03,Gaming
5251,1049,13.49,2024-02-21,E-books
5252,1049,135.53,2024-11-05,Gaming
5253,1050,45.01,2023-06-22,Music
5254,1050,110.57,2025-01-24,Streaming
5255,1051,108.87,2023-08-20,Cloud Storage
5256,1051,21.94,2023-06-06,Gaming
5257,1052,95.69,2024-12-18,Gaming
5258,1052,87.05,2025-04-16,Music
5259,1052,137.72,2023-10-29,Music
5260,1052,32.7,2025-01-02,Music
5261,1052,117.68,2025-04-08,Gaming
5262,1052,53.13,2023-05-14,Gaming
5263,1052,50.43,2024-11-26,Streaming
5264,1052,135.8,2024-11-04,Streaming
5265,1052,97.16,2024-09-13,Streaming
5266,1053,79.67,2024-01-06,E-books
5267,1053,123.04,2023-09-16,Gaming
5268,1053,43.3,2023-10-06,Gaming
5269,1053,73.52,2024-03-04,Streaming
5270,1053,94.17,2025-05-24,Music
5271,1053,133.5,2024-08-19,E-books
5272,1053,98.01,2023-02-11,Music
5273,1053,16.85,2024-12-30,Streaming
5274,1054,15.14,2025-04-27,E-books
5275,1054,127.32,2024-07-29,Cloud Storage
5276,1054,138.85,2025-04-10,Streaming
5277,1054,68.37,2024-11-29,Music
5278,1054,104.09,2023-09-13,E-books
5279,1054,90.12,2023-11-02,Music
5280,1055,114.91,2024-05-27,Streaming
5281,1055,23.04,2024-07-28,Cloud Storage
5282,1055,61.6,2024-05-07,Streaming
5283,1055,116.18,2023-01-18,E-books
5284,1055,19.09,2024-02-03,Music
5285,1055,27.08,2024-08-22,Cloud Storage
5286,1055,83.79,2023-12-10,Music
5287,1055,107.42,2023-09-12,Streaming
5288,1056,89.99,2023-08-25,E-books
5289,1056,148.21,2024-01-21,E-books
5290,1057,69.79,2023-01-13,Cloud Storage
5291,1057,46.35,2023-10-20,E-books
5292,1057,59.54,2025-01-18,E-books
5293,1057,88.77,2023-12-15,Gaming
5294,1057,78.95,2024-11-27,E-books
5295,1058,109.2,2024-11-13,Streaming
5296,1058,26.55,2024-02-09,Streaming
5297,1058,113.25,2024-10-30,E-books
5298,1058,149.86,2024-04-02,Streaming
5299,1059,58.95,2023-02-25,Music
5300,1059,11.58,2024-11-05,Cloud Storage
5301,1059,45.62,2025-03-22,Cloud Storage
5302,1059,52.04,2023-11-14,Cloud Storage
5303,1059,117.38,2025-02-03,Cloud Storage
5304,1059,57.79,2023-05-20,E-books
5305,1060,144.42,2023-01-29,Music
5306,1060,37.16,2023-01-28,Cloud Storage
5307,1060,139.12,2024-01-26,Gaming
5308,1060,121.62,2023-08-08,Music
5309,1060,77.41,2023-08-27,Gaming
5310,1060,134.89,2023-11-28,Cloud Storage
5311,1060,74.75,2023-02-17,Gaming
5312,1060,139.89,2025-04-03,E-books
5313,1060,51.91,2023-05-19,Cloud Storage
5314,1060,87.72,2025-05-11,Music
5315,1061,105.97,2023-03-04,Cloud Storage
5316,1061,19.27,2024-12-29,Cloud Storage
5317,1061,127.7,2024-06-17,Gaming
5318,1061,97.71,2023-01-19,Music
5319,1061,89.94,2024-04-27,Music
5320,1061,93.33,2023-03-21,Cloud Storage
5321,1061,,2024-07-12,Streaming
5322,1061,48.01,2025-03-03,Gaming
5323,1061,132.79,2024-05-15,Gaming
5324,1061,126.12,2024-07-25,Music
5325,1062,52.32,2025-02-05,Cloud Storage
5326,1062,119.89,2023-03-26,Music
5327,1062,137.87,2024-03-02,E-books
5328,1062,13.49,2024-01-22,E-books
5329,1062,31.57,2024-06-16,Gaming
5330,1062,112.54,2023-12-11,Cloud Storage
5331,1062,118.57,2025-01-04,Streaming
5332,1062,125.1,2023-12-19,Music
5333,1062,38.73,2025-04-23,Gaming
5334,1063,109.91,2023-12-13,Streaming
5335,1063,10.58,2025-04-15,E-books
5336,1063,132.06,2024-06-23,Gaming
5337,1063,134.49,2025-02-14,E-books
5338,1063,,2023-04-28,Cloud Storage
5339,1063,13.15,2023-04-15,Cloud Storage
5340,1063,99.44,2024-10-28,Cloud Storage
5341,1064,36.96,2024-08-20,E-books
5342,1064,54.68,2024-03-05,Streaming
5343,1064,48.17,2024-12-20,Cloud Storage
5344,1064,26.02,2023-09-01,E-books
5345,1065,24.33,2023-11-22,Cloud Storage
5346,1065,86.91,2024-08-26,Music
5347,1065,142.06,2023-02-27,Cloud Storage
5348,1065,90.37,2024-12-06,Streaming
5349,1065,53.59,2024-06-18,E-books
5350,1065,72.11,2025-01-17,Streaming
5351,1065,75.9,2023-07-09,Streaming
5352,1065,24.83,2025-04-05,Streaming
5353,1065,69.71,2024-11-28,E-books
5354,1066,98.13,2023-06-24,Gaming
5355,1066,96.28,2024-07-15,Cloud Storage
5356,1066,124.44,2023-05-31,E-books
5357,1066,21.0,2023-04-18,Gaming
5358,1066,89.49,2025-02-24,Gaming
5359,1066,23.62,2024-07-17,Gaming
5360,1066,75.88,2024-10-13,Music
5361,1066,130.55,2023-09-07,Cloud Storage
5362,1066,137.8,2024-04-24,Music
5363,1066,107.95,2023-07-19,Cloud Storage
5364,1067,73.46,2025-04-30,Streaming
5365,1067,76.55,2024-06-05,Gaming
5366,1067,74.57,2024-12-07,Cloud Storage
5367,1067,117.51,2023-09-20,E-books
5368,1067,27.84,2025-02-14,Gaming
5369,1067,124.46,2023-03-07,Streaming
5370,1068,87.86,2025-03-19,Cloud Storage
5371,1068,84.58,2024-04-15,E-books
5372,1068,67.88,2023-09-03,Music
5373,1068,86.71,2024-01-23,Gaming
5374,1068,19.25,2024-10-29,E-books
5375,1068,70.36,2024-03-11,E-books
5376,1069,86.23,2024-10-01,Music
5377,1069,,2025-03-12,E-books
5378,1069,127.14,2025-02-02,E-books
5379,1069,93.45,2024-07-01,E-books
5380,1069,23.67,2024-03-01,Music
5381,1069,53.13,2024-04-10,Streaming
5382,1070,25.22,2023-02-17,E-books
5383,1070,117.99,2024-05-07,Cloud Storage
5384,1070,79.2,2023-07-24,Streaming
5385,1070,22.67,2023-02-14,Music
5386,1070,134.22,2023-04-18,Streaming
5387,1070,115.99,2023-07-24,Music
5388,1070,,2024-08-05,Gaming
5389,1070,96.18,2024-02-28,Music
5390,1070,38.79,2024-07-10,Cloud Storage
5391,1070,89.84,2023-07-05,Cloud Storage
5392,1071,110.49,2024-06-12,Streaming
5393,1071,91.58,2023-09-12,E-books
5394,1071,66.59,2025-01-20,Cloud Storage
5395,1071,18.74,2023-11-15,Streaming
5396,1071,10.12,2023-11-04,Cloud Storage
5397,1071,25.36,2024-08-15,Streaming
5398,1071,42.93,2023-06-11,E-books
5399,1072,97.53,2023-06-02,Gaming
5400,1072,66.84,2024-03-11,E-books
5401,1072,39.57,2024-12-04,Gaming
5402,1072,29.47,2023-11-09,Gaming
5403,1072,128.07,2024-05-27,Gaming
5404,1072,31.6,2023-07-14,Music
5405,1072,28.8,2025-03-18,Streaming
5406,1073,110.99,2024-01-18,Gaming
5407,1073,146.5,2025-01-11,Streaming
5408,1073,29.21,2023-02-25,Gaming
5409,1074,135.1,2023-06-18,E-books
5410,1074,140.24,2023-08-31,Music
5411,1074,73.62,2024-03-22,E-books
5412,1074,124.81,2024-05-02,Cloud Storage
5413,1074,41.6,2024-03-22,E-books
5414,1074,11.04,2024-01-06,Music
5415,1074,109.7,2024-08-28,Gaming
5416,1074,139.72,2023-10-18,Cloud Storage
5417,1075,146.95,2023-10-27,Gaming
5418,1076,25.84,2024-01-23,Streaming
5419,1076,29.89,2023-05-13,E-books
5420,1076,147.7,2023-04-23,Cloud Storage
5421,1076,75.09,2025-03-11,E-books
5422,1076,134.59,2025-03-01,Music
5423,1076,76.14,2023-05-02,Streaming
5424,1077,121.73,2024-07-15,E-books
5425,1077,17.39,2024-06-13,E-books
5426,1077,118.99,2024-02-05,Gaming
5427,1077,81.77,2024-02-05,E-books
5428,1077,112.73,2024-03-25,Cloud Storage
5429,1077,144.48,2023-03-05,Cloud Storage
5430,1077,50.49,2025-04-24,E-books
5431,1077,114.92,2023-05-17,E-books
5432,1077,46.46,2023-08-25,Gaming
5433,1078,33.67,2025-04-08,Cloud Storage
5434,1078,123.25,2023-08-30,Streaming
5435,1078,50.15,2025-03-07,Music
5436,1078,80.78,2023-03-20,Cloud Storage
5437,1078,45.29,2023-09-08,Cloud Storage
5438,1078,48.53,2024-09-09,Streaming
5439,1078,113.8,2023-09-20,Music
5440,1078,137.42,2023-05-05,Music
5441,1078,102.28,2024-05-17,Music
5442,1078,46.58,2023-06-13,Music
5443,1079,35.31,2023-12-07,Streaming
5444,1079,58.0,2025-03-05,Music
5445,1079,93.38,2023-02-09,Music
5446,1079,127.27,2023-04-21,Gaming
5447,1079,117.85,2024-09-29,Gaming
5448,1079,111.64,2024-12-10,Music
5449,1079,90.89,2023-01-19,Cloud Storage
5450,1079,17.61,2024-09-02,Streaming
5451,1080,33.46,2024-04-17,Gaming
5452,1081,76.68,2023-04-21,E-books
5453,1081,42.71,2023-07-01,Gaming
5454,1081,76.44,2025-01-02,E-books
5455,1081,131.84,2025-05-18,Cloud Storage
5456,1081,139.81,2024-02-26,Gaming
5457,1082,144.65,2023-07-01,Streaming
5458,1082,23.63,2023-12-03,Cloud Storage
5459,1082,143.87,2024-03-14,E-books
5460,1082,138.53,2024-08-24,Cloud Storage
5461,1082,47.85,2023-03-01,Streaming
5462,1082,45.75,2023-10-10,Gaming
5463,1083,118.24,2023-04-24,Music
5464,1083,112.8,2023-10-06,Music
5465,1083,82.79,2023-07-07,Music
5466,1083,53.86,2025-05-20,Streaming
5467,1083,126.44,2025-05-18,Gaming
5468,1083,23.68,2025-02-13,Gaming
5469,1083,59.21,2023-05-19,Cloud Storage
5470,1083,45.27,2025-04-26,Streaming
5471,1084,22.87,2023-09-30,Music
5472,1084,143.07,2023-08-16,Streaming
5473,1084,109.13,2025-01-28,Streaming
5474,1084,129.9,2025-01-17,Gaming
5475,1084,101.9,2023-08-06,E-books
5476,1084,122.45,2024-11-22,Streaming
5477,1084,107.39,2024-09-13,Cloud Storage
5478,1084,75.37,2025-03-14,Gaming
5479,1084,139.18,2024-08-20,Gaming
5480,1084,106.91,2023-07-17,Cloud Storage
5481,1085,32.68,2025-03-16,Cloud Storage
5482,1085,118.79,2024-05-04,Gaming
5483,1085,56.57,2025-03-30,Cloud Storage
5484,1085,143.78,2024-09-01,Music
5485,1085,71.68,2024-01-13,Music
5486,1086,64.97,2023-08-09,Gaming
5487,1086,25.18,2023-11-24,Gaming
5488,1086,40.57,2023-08-11,Streaming
5489,1086,137.77,2023-05-29,Cloud Storage
5490,1086,24.46,2025-03-17,Streaming
5491,1086,89.99,2024-09-16,Gaming
5492,1086,12.63,2024-01-07,Music
5493,1086,101.4,2025-05-30,Streaming
5494,1086,103.04,2024-08-31,Music
5495,1086,108.01,2024-04-25,E-books
5496,1087,82.15,2023-04-02,Gaming
5497,1088,71.05,2023-01-17,Streaming
5498,1088,85.62,2025-05-27,Gaming
5499,1088,143.58,2023-02-13,Gaming
5500,1088,26.97,2023-11-29,Cloud Storage
5501,1088,56.68,2024-07-24,Gaming
5502,1088,,2023-08-07,Streaming
5503,1088,61.15,2024-06-16,Streaming
5504,1088,127.77,2023-04-13,Cloud Storage
5505,1089,34.73,2025-04-20,Gaming
5506,1089,102.5,2024-07-28,Gaming
5507,1089,135.5,2023-08-24,Cloud Storage
5508,1089,78.11,2023-08-22,Gaming
5509,1090,29.59,2024-11-14,Streaming
5510,1090,110.76,2023-10-01,Music
5511,1090,78.49,2025-03-27,E-books
5512,1090,100.08,2024-01-05,E-books
5513,1091,145.32,2025-05-14,Streaming
5514,1091,57.5,2024-06-19,Streaming
5515,1091,66.77,2024-10-26,E-books
5516,1091,74.17,2023-07-06,E-books
5517,1091,30.85,2023-10-15,Music
5518,1091,139.47,2025-04-23,Music
5519,1091,78.45,2025-05-11,Gaming
5520,1091,137.01,2023-09-05,Streaming
5521,1092,108.18,2025-01-17,Streaming
5522,1092,34.11,2025-04-09,Cloud Storage
5523,1092,124.9,2025-02-20,Gaming
5524,1092,95.57,2023-01-26,E-books
5525,1093,124.49,2025-02-11,Streaming
5526,1093,79.6,2023-03-04,E-books
5527,1094,18.84,2024-11-04,Gaming
5528,1094,57.23,2023-01-26,Gaming
5529,1094,55.39,2023-06-30,E-books
5530,1094,86.42,2024-07-05,Music
5531,1095,93.03,2024-06-21,Streaming
5532,1096,48.35,2023-04-16,Gaming
5533,1096,33.53,2024-05-17,E-books
5534,1097,71.41,2023-10-13,Streaming
5535,1097,28.67,2023-03-12,E-books
5536,1097,62.66,2024-12-20,Streaming
5537,1098,21.3,2025-05-23,Music
5538,1098,139.66,2023-06-07,E-books
5539,1098,134.17,2024-03-30,Gaming
5540,1098,106.93,2024-10-31,Music
5541,1098,99.58,2023-12-12,Gaming
5542,1098,67.68,2024-12-03,E-books
5543,1098,106.83,2023-09-28,Music
5544,1098,110.41,2023-09-12,Streaming
5545,1099,58.7,2025-05-26,E-books
5546,1099,42.99,2025-01-30,E-books
5547,1099,146.75,2023-09-05,Cloud Storage
5548,1099,130.78,2023-11-25,E-books
5549,1099,40.7,2023-04-03,Music
5550,1100,17.43,2025-02-04,Music
5551,1100,105.93,2024-01-31,Gaming
5552,1100,34.69,2023-07-14,Streaming
5553,1100,17.56,2024-05-23,Cloud Storage
5554,1100,39.34,2024-09-15,Cloud Storage
5555,1101,122.72,2023-04-15,Gaming
5556,1101,16.06,2023-05-03,Streaming
5557,1101,139.48,2024-12-01,Music
5558,1101,119.97,2024-01-20,E-books
5559,1101,26.25,2024-10-02,Gaming
5560,1101,92.98,2024-07-01,Gaming
5561,1101,37.83,2023-07-07,Cloud Storage
5562,1101,42.21,2025-02-07,Cloud Storage
5563,1101,41.89,2024-09-30,Gaming
5564,1101,131.78,2024-05-11,Music
5565,1102,75.94,2024-01-20,Streaming
5566,1102,134.67,2025-01-02,Music
5567,1103,73.7,2024-04-29,Cloud Storage
5568,1103,29.1,2023-05-24,Music
5569,1103,98.48,2024-08-27,Music
5570,1103,57.02,2025-04-28,E-books
5571,1103,18.35,2025-01-11,Streaming
5572,1103,129.23,2024-02-16,Gaming
5573,1103,33.97,2024-06-13,Music
5574,1103,134.1,2023-09-20,Music
5575,1103,120.54,2023-08-16,E-books
5576,1103,136.78,2023-10-17,E-books
5577,1104,22.11,2023-12-13,Gaming
5578,1104,130.71,2024-10-21,E-books
5579,1104,76.29,2024-02-12,Cloud Storage
5580,1104,12.03,2024-03-18,Music
5581,1105,55.82,2023-10-15,Music
5582,1105,134.86,2023-10-03,Music
5583,1105,137.93,2025-05-25,Gaming
5584,1105,147.23,2025-04-19,Gaming
5585,1106,14.71,2023-12-04,Gaming
5586,1106,77.1,2023-03-05,Streaming
5587,1106,73.34,2024-09-26,Streaming
5588,1106,88.19,2025-05-18,Gaming
5589,1106,142.99,2025-01-15,Cloud Storage
5590,1106,51.41,2023-08-06,Streaming
5591,1106,12.23,2023-07-15,Cloud Storage
5592,1106,32.65,2024-02-15,E-books
5593,1106,114.62,2025-05-06,Gaming
5594,1107,118.06,2023-06-10,Gaming
5595,1107,35.89,2024-05-16,Gaming
5596,1107,108.55,2025-05-29,Streaming
5597,1107,63.88,2023-06-23,Cloud Storage
5598,1107,84.33,2024-07-31,Gaming
5599,1107,115.4,2023-06-16,E-books
5600,1107,85.94,2023-03-09,Music
5601,1107,120.28,2025-03-09,E-books
5602,1108,113.01,2025-04-04,E-books
5603,1108,142.35,2023-07-10,Cloud Storage
5604,1108,134.32,2025-02-06,Gaming
5605,1108,61.18,2023-09-05,Streaming
5606,1108,61.18,2024-12-02,E-books
5607,1108,108.68,2023-11-03,Music
5608,1109,147.38,2024-09-28,E-books
5609,1109,25.9,2024-01-27,E-books
5610,1109,131.96,2023-06-11,Music
5611,1110,54.86,2024-08-30,E-books
5612,1110,105.23,2024-08-20,Streaming
5613,1110,18.87,2024-06-11,Gaming
5614,1110,78.07,2023-12-08,Streaming
5615,1111,109.38,2023-07-06,E-books
5616,1111,135.92,2024-02-23,E-books
5617,1111,61.54,2023-07-11,Clud Storage
5618,1111,36.37,2024-02-17,Streaming
5619,1111,21.22,2024-11-28,Cloud Storage
5620,1111,144.16,2025-03-13,Streaming
5621,1111,33.07,2025-02-05,Music
5622,1111,79.49,2024-11-02,E-books
5623,1112,51.04,2023-07-02,E-books
5624,1113,76.35,2024-03-26,Gaming
5625,1113,113.28,2025-05-09,Cloud Storage
5626,1113,36.47,2025-05-08,Music
5627,1114,100.25,2024-04-04,E-books
5628,1114,57.99,2023-08-08,Cloud Storage
5629,1114,78.06,2023-07-19,E-books
5630,1114,127.87,2024-03-01,Gaming
5631,1114,52.57,2025-01-15,Cloud Storage
5632,1114,34.04,2024-09-06,Music
5633,1114,77.79,2024-08-08,Streaming
5634,1114,30.77,2024-08-12,Gaming
